scenario,node_id,step,hour,x,y,hotspot_relevance,pm25,pm10,co,no2,temperature,humidity,hour_sin,hour_cos,area_size
hotspot_heavy,1,0,0,61.370054437777036,30.872831706894644,0.5406641021013561,69.34503467792632,92.91053289089277,1.0249567847593777,36.97871740887833,26.72750108095685,60.61214611749368,0.0,1.0,140.0
hotspot_heavy,1,1,1,61.370054437777036,30.872831706894644,0.5406641021013561,84.97043392269349,113.10022186732621,1.1338469715046287,43.86991765624519,25.931545710127917,55.252796257625974,0.25881904510252074,0.9659258262890683,140.0
hotspot_heavy,1,2,2,61.370054437777036,30.872831706894644,0.5406641021013561,100.69684390512136,140.3994383958531,1.2256819396268053,50.15248678895061,22.510467033195216,63.12382388294738,0.49999999999999994,0.8660254037844387,140.0
hotspot_heavy,1,3,3,61.370054437777036,30.872831706894644,0.5406641021013561,113.03528683442346,150.31597274209705,1.3019601792666222,52.401739075860874,21.56777405172746,66.69506067640596,0.7071067811865475,0.7071067811865476,140.0
hotspot_heavy,1,4,4,61.370054437777036,30.872831706894644,0.5406641021013561,116.36403506400545,151.54288389657194,1.3306385847762974,55.16601428446207,17.843106695698438,63.14731450719136,0.8660254037844386,0.5000000000000001,140.0
hotspot_heavy,1,5,5,61.370054437777036,30.872831706894644,0.5406641021013561,109.51402260750706,140.42979474206444,1.350953442097223,55.21046272841782,18.589544098885202,63.55838518640724,0.9659258262890683,0.25881904510252074,140.0
hotspot_heavy,1,6,6,61.370054437777036,30.872831706894644,0.5406641021013561,103.42101580486106,135.4745849872295,1.28011715875038,49.27326921798485,14.827906698794774,71.42433317023418,1.0,6.123233995736766e-17,140.0
hotspot_heavy,1,7,7,61.370054437777036,30.872831706894644,0.5406641021013561,100.3421434004828,140.9307210609417,1.2619355897275213,49.103057287691115,16.76402337540336,64.6083634273834,0.9659258262890683,-0.25881904510252063,140.0
hotspot_heavy,1,8,8,61.370054437777036,30.872831706894644,0.5406641021013561,102.17558359238252,139.14755667128782,1.271939095784367,48.84525487403294,14.331698083855096,72.07762124129222,0.8660254037844387,-0.49999999999999983,140.0
hotspot_heavy,1,9,9,61.370054437777036,30.872831706894644,0.5406641021013561,101.98535253378334,129.65929288853528,1.2438544274485799,42.52622988678944,15.698055455215545,63.14247272171836,0.7071067811865476,-0.7071067811865475,140.0
hotspot_heavy,1,10,10,61.370054437777036,30.872831706894644,0.5406641021013561,109.72679337700208,144.97807127829313,1.3027733770581447,48.12900933110876,17.284424084178884,63.778237814886744,0.49999999999999994,-0.8660254037844387,140.0
hotspot_heavy,1,11,11,61.370054437777036,30.872831706894644,0.5406641021013561,113.68551625883445,145.2374411195784,1.43446577373478,51.83843532084083,16.36178222292853,61.81246766981873,0.258819045102521,-0.9659258262890682,140.0
hotspot_heavy,1,12,12,61.370054437777036,30.872831706894644,0.5406641021013561,112.98663436390895,150.60638837586637,1.3564245694830643,53.012900594296966,21.16666044312488,66.07714914148069,1.2246467991473532e-16,-1.0,140.0
hotspot_heavy,1,13,13,61.370054437777036,30.872831706894644,0.5406641021013561,109.95037136693932,148.13423106084088,1.3498111927779775,52.25143160227477,22.125776272663266,66.89740487546885,-0.2588190451025208,-0.9659258262890683,140.0
hotspot_heavy,1,14,14,61.370054437777036,30.872831706894644,0.5406641021013561,112.36879597615726,153.76358811358503,1.344462455982079,52.725965532926615,24.22573223610681,57.62094022866448,-0.4999999999999998,-0.8660254037844388,140.0
hotspot_heavy,1,15,15,61.370054437777036,30.872831706894644,0.5406641021013561,105.8874899982517,148.3003213176828,1.367336856412964,49.76291024959604,26.41661323498276,58.80293594458903,-0.7071067811865471,-0.7071067811865479,140.0
hotspot_heavy,1,16,16,61.370054437777036,30.872831706894644,0.5406641021013561,99.9635212316707,130.24734924162934,1.2248757399208998,49.952484554246,26.30483844594605,53.04232258975211,-0.8660254037844384,-0.5000000000000004,140.0
hotspot_heavy,1,17,17,61.370054437777036,30.872831706894644,0.5406641021013561,96.57260695981509,125.91890099431721,1.2161859973792764,45.72202369574125,28.8294549056285,58.92634509394676,-0.9659258262890683,-0.25881904510252063,140.0
hotspot_heavy,1,18,18,61.370054437777036,30.872831706894644,0.5406641021013561,91.21637947466415,122.10176806939788,1.2020496833247794,46.98278086049038,28.799044380599508,59.51668223869732,-1.0,-1.8369701987210297e-16,140.0
hotspot_heavy,1,19,19,61.370054437777036,30.872831706894644,0.5406641021013561,89.65190703290213,111.57656030928453,1.1925498285617364,49.548485249792456,31.99955099662378,54.54504736004275,-0.9659258262890684,0.2588190451025203,140.0
hotspot_heavy,1,20,20,61.370054437777036,30.872831706894644,0.5406641021013561,88.73837180182451,103.7235251089616,1.1520286519994638,38.47619346626395,29.750534592424206,59.13396322745286,-0.8660254037844386,0.5000000000000001,140.0
hotspot_heavy,1,21,21,61.370054437777036,30.872831706894644,0.5406641021013561,99.41273191313198,123.81411632945486,1.3023373597337775,50.33767498662196,30.412343316574045,52.91730538248402,-0.7071067811865477,0.7071067811865474,140.0
hotspot_heavy,1,22,22,61.370054437777036,30.872831706894644,0.5406641021013561,102.37856786117187,141.46009838278434,1.2793078977182188,48.83521905410618,29.55463680438824,60.66185301944746,-0.5000000000000004,0.8660254037844384,140.0
hotspot_heavy,1,23,23,61.370054437777036,30.872831706894644,0.5406641021013561,112.99858131782372,143.96597526043558,1.2965831143321684,54.17934217019614,27.22963360594971,49.00274284960223,-0.25881904510252157,0.9659258262890681,140.0
hotspot_heavy,1,24,0,61.370054437777036,30.872831706894644,0.5406641021013561,117.68812156984605,148.24350196963695,1.4138348260530187,53.149676287343866,27.35589726685148,63.89302095913613,0.0,1.0,140.0
hotspot_heavy,1,25,1,61.370054437777036,30.872831706894644,0.5406641021013561,121.50649378544158,151.80238739165185,1.4982043936633795,53.685537610855945,24.722902820819087,57.63240745221873,0.25881904510252074,0.9659258262890683,140.0
