scenario,node_id,step,hour,x,y,hotspot_relevance,pm25,pm10,co,no2,temperature,humidity,hour_sin,hour_cos,area_size
hazardous_spike,1,0,0,90.1455399785464,40.16238873180531,0.13932587085559486,25.8150417284199,19.142836042610327,0.5130810409103369,22.334157666633008,26.534110464243938,49.83485309032382,0.0,1.0,100.0
hazardous_spike,1,1,1,90.1455399785464,40.16238873180531,0.13932587085559486,35.84195340646218,50.40101341024952,0.6392805858006367,24.256540689928094,25.826024061032054,66.00962735246188,0.25881904510252074,0.9659258262890683,100.0
hazardous_spike,1,2,2,90.1455399785464,40.16238873180531,0.13932587085559486,25.968979423129255,27.30215666592778,0.5061417149733118,20.834770466030314,24.004877234173005,62.47858127621789,0.49999999999999994,0.8660254037844387,100.0
hazardous_spike,1,3,3,90.1455399785464,40.16238873180531,0.13932587085559486,31.357762795123143,38.817304090757894,0.5525040777175143,21.14548999910143,20.430650698471016,59.68129833095617,0.7071067811865475,0.7071067811865476,100.0
hazardous_spike,1,4,4,90.1455399785464,40.16238873180531,0.13932587085559486,27.863131617765436,44.60380771128742,0.5285415381463779,19.902063006606173,18.740294636283203,63.61171360870457,0.8660254037844386,0.5000000000000001,100.0
hazardous_spike,1,5,5,90.1455399785464,40.16238873180531,0.13932587085559486,31.216871825933524,47.98605045621301,0.5795562720582206,26.526781753753802,17.28502684473903,70.51015152539593,0.9659258262890683,0.25881904510252074,100.0
hazardous_spike,1,6,6,90.1455399785464,40.16238873180531,0.13932587085559486,39.52531567310134,46.33588020294755,0.551930645292784,26.414956504760525,16.26757283658703,61.108726064390325,1.0,6.123233995736766e-17,100.0
hazardous_spike,1,7,7,90.1455399785464,40.16238873180531,0.13932587085559486,38.37560433986519,31.679134418649383,0.5464557279988288,28.350627150033695,16.14981973916884,62.41025423971292,0.9659258262890683,-0.25881904510252063,100.0
hazardous_spike,1,8,8,90.1455399785464,40.16238873180531,0.13932587085559486,40.69459770309134,47.63559361267227,0.5876382745576492,27.394837355989512,17.73392549276673,58.44735803648638,0.8660254037844387,-0.49999999999999983,100.0
hazardous_spike,1,9,9,90.1455399785464,40.16238873180531,0.13932587085559486,43.20883428794517,56.41896098950091,0.6270850792036171,25.90143099956389,17.683212044554047,71.2903975198298,0.7071067811865476,-0.7071067811865475,100.0
hazardous_spike,1,10,10,90.1455399785464,40.16238873180531,0.13932587085559486,51.480072925620654,70.84352914514064,0.7342277408355813,28.339557084249005,16.574397224978227,68.81127788921695,0.49999999999999994,-0.8660254037844387,100.0
hazardous_spike,1,11,11,90.1455399785464,40.16238873180531,0.13932587085559486,47.48685345504748,52.688934216623664,0.7583531581443713,29.720448897155865,16.362386336888793,69.04933084424515,0.258819045102521,-0.9659258262890682,100.0
hazardous_spike,1,12,12,90.1455399785464,40.16238873180531,0.13932587085559486,50.40574254987743,58.41279565531871,0.6581299124252789,24.30011847085144,19.474591385633495,65.73767332196913,1.2246467991473532e-16,-1.0,100.0
hazardous_spike,1,13,13,90.1455399785464,40.16238873180531,0.13932587085559486,51.931504546988904,72.02374636318834,0.736623923331676,28.725213609375523,21.610606745239973,54.965570748397404,-0.2588190451025208,-0.9659258262890683,100.0
hazardous_spike,1,14,14,90.1455399785464,40.16238873180531,0.13932587085559486,49.657975257296826,55.99581845947343,0.6843744821039215,27.410350916116755,23.40282867671514,67.3704845734346,-0.4999999999999998,-0.8660254037844388,100.0
