scenario,node_id,step,hour,x,y,hotspot_relevance,pm25,pm10,co,no2,temperature,humidity,hour_sin,hour_cos,area_size
rising_warning,1,0,0,32.24619691165699,25.83528100229512,0.1915244177129203,33.743757126411474,54.31216137762401,0.6057702188204304,22.320454726738095,26.406855738990807,60.81211735076155,0.0,1.0,100.0
rising_warning,1,1,1,32.24619691165699,25.83528100229512,0.1915244177129203,43.75115083370681,56.1701570723505,0.6949217192864856,28.14322666019791,24.870602109071303,60.21240388386014,0.25881904510252074,0.9659258262890683,100.0
rising_warning,1,2,2,32.24619691165699,25.83528100229512,0.1915244177129203,53.74033716592687,66.63911629739113,0.7236388988770865,31.640214936450676,22.85646892754505,55.922730513795955,0.49999999999999994,0.8660254037844387,100.0
rising_warning,1,3,3,32.24619691165699,25.83528100229512,0.1915244177129203,58.8206898875119,82.23966188857047,0.7753952716392093,31.27655589046136,21.764877452719457,71.13708828257987,0.7071067811865475,0.7071067811865476,100.0
rising_warning,1,4,4,32.24619691165699,25.83528100229512,0.1915244177129203,61.568272203770036,90.70756700301513,0.7488632211645743,33.18186517691922,17.963517528536375,71.85892368386656,0.8660254037844386,0.5000000000000001,100.0
rising_warning,1,5,5,32.24619691165699,25.83528100229512,0.1915244177129203,69.4403333795903,99.62525755364469,0.8329997221982648,37.38709818493119,17.125784478288445,64.34742774109993,0.9659258262890683,0.25881904510252074,100.0
rising_warning,1,6,6,32.24619691165699,25.83528100229512,0.1915244177129203,73.15292113920121,102.69888311102656,0.9190543866530012,34.7117516437129,15.5964112986454,74.0521181422295,1.0,6.123233995736766e-17,100.0
rising_warning,1,7,7,32.24619691165699,25.83528100229512,0.1915244177129203,75.82998981561104,105.13368211160532,1.0407628667678575,35.05832745081705,18.57095988107842,79.5008666901205,0.9659258262890683,-0.25881904510252063,100.0
rising_warning,1,8,8,32.24619691165699,25.83528100229512,0.1915244177129203,81.88259176973057,113.87476685693107,0.9498444784977158,42.547257844585346,15.013038635986142,67.89279246895588,0.8660254037844387,-0.49999999999999983,100.0
rising_warning,1,9,9,32.24619691165699,25.83528100229512,0.1915244177129203,78.88263197468663,106.11188390202358,1.021939803756528,36.87706245721026,14.671612085838671,63.73298645274834,0.7071067811865476,-0.7071067811865475,100.0
rising_warning,1,10,10,32.24619691165699,25.83528100229512,0.1915244177129203,74.9269341669197,88.8858322137595,0.8782657828713738,41.07867422571235,15.852166306553812,68.51785973057336,0.49999999999999994,-0.8660254037844387,100.0
rising_warning,1,11,11,32.24619691165699,25.83528100229512,0.1915244177129203,72.070133952776,96.32013087696744,0.8125906123716405,34.13129761092108,20.17669196094198,61.49411741989797,0.258819045102521,-0.9659258262890682,100.0
rising_warning,1,12,12,32.24619691165699,25.83528100229512,0.1915244177129203,80.02423989376814,108.81737553562236,0.9595902964353143,36.97564085938261,20.665600338254794,62.952574178995945,1.2246467991473532e-16,-1.0,100.0
rising_warning,1,13,13,32.24619691165699,25.83528100229512,0.1915244177129203,87.04784533687234,109.86960263471092,1.0298071809324971,42.71648455432427,21.469333352062097,57.59589318263354,-0.2588190451025208,-0.9659258262890683,100.0
