scenario,node_id,step,hour,x,y,hotspot_relevance,pm25,pm10,co,no2,temperature,humidity,hour_sin,hour_cos,area_size
normal,1,0,0,7.122493746088576,81.59803451779433,0.34691393640607743,42.14588199774407,58.00536256249799,0.7266485067317366,24.448002918014353,28.016503557380357,60.87418598775002,0.0,1.0,100.0
normal,1,1,1,7.122493746088576,81.59803451779433,0.34691393640607743,43.00397936570118,49.30990863885372,0.7329264623201682,26.17443690226671,24.187147429364064,60.91772473414796,0.25881904510252074,0.9659258262890683,100.0
normal,1,2,2,7.122493746088576,81.59803451779433,0.34691393640607743,49.13817446140348,68.34984664810904,0.7635909969717649,29.34145902443545,23.44427322787681,62.239709980710145,0.49999999999999994,0.8660254037844387,100.0
normal,1,3,3,7.122493746088576,81.59803451779433,0.34691393640607743,54.012810661498065,67.50046864302315,0.8008104845718211,34.767191177283046,20.732365862462753,58.37611538921445,0.7071067811865475,0.7071067811865476,100.0
normal,1,4,4,7.122493746088576,81.59803451779433,0.34691393640607743,45.81706982579316,68.93904519709207,0.8138389256140902,32.45351614123536,20.535985631823838,59.80701682357327,0.8660254037844386,0.5000000000000001,100.0
normal,1,5,5,7.122493746088576,81.59803451779433,0.34691393640607743,40.024373445443345,52.94735764216764,0.6596860344483411,26.14249613151237,17.033436288647682,60.56388044096365,0.9659258262890683,0.25881904510252074,100.0
normal,1,6,6,7.122493746088576,81.59803451779433,0.34691393640607743,46.410636391561596,61.51408548968414,0.756186407514285,27.37592883574485,17.035250663518326,68.08795802471694,1.0,6.123233995736766e-17,100.0
normal,1,7,7,7.122493746088576,81.59803451779433,0.34691393640607743,42.75467815865515,49.6812990944776,0.7025161969796522,26.11946888344785,14.349981983927334,73.36721975440794,0.9659258262890683,-0.25881904510252063,100.0
normal,1,8,8,7.122493746088576,81.59803451779433,0.34691393640607743,40.903304256496604,45.37236006589585,0.7180213398677797,30.207011589889387,15.241243239367451,65.33437623316571,0.8660254037844387,-0.49999999999999983,100.0
normal,1,9,9,7.122493746088576,81.59803451779433,0.34691393640607743,40.982199832375585,54.76184076726982,0.6649480865898529,25.146236460284303,14.994974483321899,66.5484336047851,0.7071067811865476,-0.7071067811865475,100.0
